M_X,alpha,mean,rms
390,0.02,383.583982960951,8.761936260152986
390,0.023000000000000003,382.3530546143615,9.183375939447828
390,0.023999999999999997,382.35305483035,9.183375831369062
390,0.025,382.71223911595,8.658217409640336
390,0.026000000000000002,382.4144541058204,9.292936048605116
390,0.027,382.4144540440853,9.292936134402972
390,0.028,382.4144540771228,9.292936138663816
390,0.029,382.4144540546213,9.292936055296256
390,0.03,382.5194987867938,9.145524046606173
400,0.005,394.31226006900334,7.468945687491077
400,0.006,394.01805916462433,8.161264728454004
400,0.006999999999999999,394.01805916200937,8.161264678004484
400,0.008,394.0180591857644,8.16126471571592
400,0.009000000000000001,394.01805906904553,8.161264693882513
400,0.012,393.6443531509764,8.272258589699959
400,0.011000000000000001,393.6443532487951,8.272258532630511
400,0.015,393.6378302075255,8.173394958753205
400,0.016,393.5239774717605,9.029776750826027
400,0.013999999999999999,393.6443532057118,8.272258581249135
400,0.01,394.1954559496766,7.601920584102331
400,0.017,393.5239774071608,9.029776849188446
400,0.018000000000000002,393.5239773945272,9.029776844825987
400,0.013000000000000001,393.6443532229466,8.272258536426698
400,0.02,393.22924840015475,8.395215234704585
400,0.019,393.5239773975412,9.029776874188384
400,0.021,392.4401090990342,9.23692505773542
400,0.022000000000000002,392.44010898898676,9.236925274538185
400,0.025,392.70927655188297,8.625418140374935
400,0.023,392.4401090748007,9.236925117632389
400,0.024,392.44010900937735,9.236925189822257
400,0.026000000000000002,392.46901714507425,9.291168213452893
400,0.027000000000000003,392.46901713134093,9.291168229772797
400,0.027999999999999997,392.46901712737457,9.291168231744654
400,0.028999999999999998,392.46901700133805,9.291168327898948
410,0.006,403.84810457499196,8.54941537620939
400,0.03,392.6449034944947,8.7587733946701
410,0.007,403.84810464779684,8.549415401100825
410,0.008,403.84810469294695,8.549415358856535
410,0.009999999999999998,403.84810469450053,8.54941527419434
410,0.011,403.51898723969816,8.697711583337474
410,0.009,403.8481047661051,8.549415361004579
410,0.013,403.51898725969795,8.697711602577824
410,0.012,403.5189873031469,8.69771150090177
410,0.016,403.2648259110659,9.42003735391191
410,0.015000000000000001,403.2648259535467,9.420037333831273
410,0.014,403.51898719071824,8.69771155133826
410,0.018,403.2648258393085,9.420037419897323
410,0.020999999999999998,402.09638887568224,9.85871023220979
410,0.016999999999999998,403.26482585225665,9.42003744385382
410,0.019999999999999997,403.26482591939845,9.42003738067219
410,0.019,403.26482590885115,9.420037409453045
410,0.024,402.0963889349348,9.858710257845766
410,0.022,402.0963888914589,9.858710206094099
410,0.023,402.09638875705866,9.858710370074013
410,0.027,402.15786458133135,9.796504004850732
410,0.025,402.22363038236153,9.59673336107626
410,0.026,402.1578643993134,9.796504212555412
410,0.028,402.1578645373685,9.796504138333473
410,0.029,402.15786446741174,9.796504157862278
420,0.005,413.8878919877411,8.45646672282026
420,0.008,413.70848361785096,8.702636881725544
420,0.01,413.7169308009713,8.587550324840057
420,0.006,413.70848371563983,8.702636751115694
420,0.007,413.708483680366,8.70263678165208
420,0.013,413.40918016444624,8.755165769579483
420,0.014,413.40918019211415,8.755165599936117
420,0.009,413.7084837443325,8.702636800294625
420,0.016,413.1632582643617,9.508698514190332
420,0.012,413.4091802672919,8.755165684564997
420,0.011000000000000001,413.40918023117166,8.755165684925672
420,0.02,413.0078188919716,9.381138240598544
420,0.022000000000000002,412.12960388260456,9.882855569767479
420,0.023,412.12960389370124,9.882855493179967
420,0.021,412.1296038831318,9.882855552455997
420,0.015,413.4072285467085,8.711961314498534
420,0.028,412.09462812396174,9.946084197779141
420,0.026,412.0946280980471,9.946084349063058
420,0.016999999999999998,413.16325830572475,9.508698537121536
420,0.025,412.18440208499806,9.60855365532394
420,0.028999999999999998,412.0946281943656,9.946084299450021
430,0.01,423.69353837551324,8.746229564015215
420,0.019,413.1632582143851,9.508698539893052
430,0.005,423.8031652577349,8.68617302532477
420,0.024,412.12960388710894,9.882855520013718
420,0.027,412.0946280578829,9.946084285389825
420,0.018,413.16325832463207,9.508698526014042
430,0.006999999999999999,423.74218017545155,8.806861463144005
430,0.012,423.2897808984106,9.147926752511708
430,0.013999999999999999,423.2897809855014,9.147926736675954
430,0.016,422.9617936582729,9.623973710010214
430,0.015000000000000001,422.9617935636142,9.623973713509095
430,0.013,423.28978091601476,9.147926750726905
430,0.008,423.74218016486213,8.806861466296665
430,0.009000000000000001,423.7421800976362,8.806861619478346
420,0.03,412.22215745126056,9.768249084350574
430,0.011000000000000001,423.28978093500865,9.147926711152632
430,0.006,423.7421801490873,8.806861529221015
430,0.022000000000000002,422.0623693391106,10.107936109500244
430,0.020999999999999998,422.06236940918683,10.107936163307256
430,0.019,422.9617935059336,9.623973723325314
430,0.025,421.9738009085829,10.159312807025842
430,0.018000000000000002,422.96179361136905,9.623973749616813
430,0.024,422.06236944544406,10.107936079597224
430,0.023,422.0623693893417,10.107936181586524
430,0.026,422.0729076991034,10.149985482353426
430,0.027,422.0729076481495,10.149985508790637
430,0.027999999999999997,422.07290762107897,10.149985566109494
430,0.016999999999999998,422.96179360897077,9.62397368347225
430,0.02,422.86826622082333,9.510430448398912
440,0.005,433.87045663774256,8.567262871556652
440,0.007,433.55516701623736,9.046963468435408
440,0.008,433.55516698175364,9.0469634307148
430,0.029,422.07290772443434,10.149985452452423
440,0.006,433.5551670471059,9.046963420454267
440,0.01,433.69580008130595,8.787015396573421
440,0.009,433.5551670865226,9.046963392693405
440,0.014,433.27129649074624,9.256123049475402
440,0.011,433.2712963825463,9.256123130611941
440,0.012,433.27129626051556,9.256123169261414
440,0.013,433.2712963914899,9.256123077003561
440,0.017,432.743074711888,9.836372466740544
440,0.015,433.3618304489992,8.995889723509139
440,0.016,432.74307461474353,9.836372509097204
440,0.019,432.74307457992086,9.836372635977819
440,0.018,432.74307454430095,9.836372574893455
440,0.021,431.76415704585673,10.461230480461495
440,0.022,431.76415707383336,10.461230433781214
440,0.02,432.7205088994014,9.70104270015265
440,0.023,431.76415701643293,10.461230515786774
440,0.024,431.76415710562526,10.461230429443974
440,0.025,431.8917423211189,10.261758248107789
440,0.026,431.9003130067753,10.347819522767187
440,0.027000000000000003,431.90031303029116,10.347819537189979
440,0.03,431.90366785490147,10.307579573613932
440,0.028,431.90031297504305,10.347819620240562
450,0.006,443.6773852763732,9.159003734495268
440,0.028999999999999998,431.90031302990184,10.347819494377239
450,0.005,443.9119895557049,8.943642764453076
450,0.007,443.67738515446894,9.159003829604602
450,0.008,443.6773851547049,9.15900382841935
450,0.009,443.67738532248916,9.159003816064764
450,0.01,443.85080605635466,9.007538594604684
450,0.011000000000000001,443.0308338346614,9.706268963417438
450,0.012,443.03083394090396,9.706268859384473
450,0.015,443.18555212596453,9.401168499311932
450,0.014,443.0308337402321,9.706268951122265
450,0.013,443.03083386660575,9.706268924774824
450,0.017,442.62758597009775,10.025951324853887
450,0.016,442.6275860115921,10.025951314868085
450,0.018,442.627586011872,10.025951335768601
450,0.019000000000000003,442.6275859493303,10.025951301905408
450,0.02,442.6650212661382,9.834299937734748
450,0.020999999999999998,441.7570661234195,10.73552517038015
450,0.024,441.7570660300525,10.735525230871678
450,0.026,441.8617731569101,10.504406482577092
450,0.023,441.75706605753805,10.73552521705515
450,0.022000000000000002,441.75706604198336,10.73552523885959
450,0.027,441.8617731260689,10.50440644230182
460,0.011999999999999999,453.0467333470736,9.734982479816884
450,0.029,441.8617731965164,10.50440643589058
460,0.008,453.69971422970656,9.372143304051644
450,0.025,441.7527289551148,10.532338989924567
460,0.009,453.6997143061567,9.372143267503171
450,0.028,441.8617730916606,10.504406431935504
460,0.005999999999999999,453.69971430443013,9.372143264986281
450,0.03,441.85216051803195,10.497896984416432
460,0.011,453.0467333249739,9.734982493298544
460,0.014,453.0467332962876,9.734982518883651
460,0.018,452.46489039842834,10.1715160923224
460,0.009999999999999998,453.69971439274633,9.372143231262127
460,0.019,452.4648904205997,10.171516100126615
460,0.023999999999999997,451.7011979816234,10.957226108243507
460,0.026000000000000002,451.60345928846425,11.016062399951515
460,0.016,452.46489044545257,10.171516085106184
460,0.015000000000000001,452.46489045905605,10.171516116149935
460,0.025,451.69034151750293,10.651528157690256
460,0.017,452.4648904865565,10.171516075040106
460,0.007,453.6997144062336,9.372143280593795
460,0.023,451.7011980486168,10.957226111036428
460,0.013000000000000001,453.04673343904756,9.734982421468606
460,0.019999999999999997,452.4648903331979,10.17151613212032
460,0.022,451.7011980236098,10.95722612384562
470,0.007,463.63871764010963,9.472987971267578
460,0.028,451.6034593480654,11.01606236398804
470,0.005,463.913582553012,9.201504261454382
470,0.008,463.6387176736608,9.472987877723822
470,0.011999999999999999,462.89737314764085,10.188243277755966
460,0.028999999999999998,451.60345942699416,11.01606224502522
460,0.021,451.70119801578585,10.957226098832834
470,0.011,462.8973731604747,10.18824330861306
470,0.029,461.64754459449006,11.05029541092567
470,0.027,461.6475446359755,11.05029544504867
470,0.023,461.50039272036383,11.202388148896931
470,0.014,462.89737318606416,10.18824316633392
470,0.02,462.3773741098874,10.181084373037272
470,0.015,462.9890112502317,9.899891379986194
470,0.005999999999999999,463.6387177753909,9.472987957583568
470,0.018000000000000002,462.2763229459402,10.424624430082941
470,0.022,461.5003927147334,11.202388118844539
460,0.027,451.6034593547675,11.016062267209632
470,0.020999999999999998,461.5003926834739,11.202388147940866
470,0.025,461.4896639087088,10.98522357864955
470,0.023999999999999997,461.50039275232814,11.202388086185051
470,0.01,463.72320037721846,9.450217410426559
470,0.019,462.2763229330681,10.424624430334207
470,0.03,461.6850874712339,10.788272767559862
480,0.006,473.5325084715232,9.727918447095469
470,0.026000000000000002,461.64754460147384,11.050295377586215
480,0.027000000000000003,471.463889645257,11.126753686054213
480,0.021,471.365800424094,11.514701419033647
480,0.011000000000000001,472.75741622588254,10.438387264519463
480,0.017,472.07842715301956,10.574881278703646
480,0.018000000000000002,472.07842712468704,10.574881238479362
470,0.009000000000000001,463.63871766896347,9.4729878836595
480,0.014,472.7574162606301,10.438387264780156
480,0.016,472.0784271058622,10.574881324242364
480,0.02,472.0952049358073,10.577718247243032
480,0.008,473.5325084539236,9.72791852882652
470,0.016,462.27632302408784,10.424624358804603
470,0.013000000000000001,462.89737313324747,10.188243344826295
480,0.015000000000000001,472.07842725474194,10.574881191133848
480,0.029,471.4638895530658,11.12675384913422
490,0.005,483.5370434727672,9.7750795213723
