M_X,alpha,mean,rms
720,0.020999999999999998,708.726059949765,16.630507199689745
720,0.022,708.7260599177846,16.63050729736048
720,0.023,708.7260599337733,16.630507175901634
720,0.024,708.7260599358458,16.630507195122174
720,0.025,708.9247193522872,16.379246878708287
720,0.027000000000000003,708.7546248224774,17.410439023549166
720,0.026,708.7546248043201,17.41043899237659
720,0.028,708.7546248794408,17.410438916897434
720,0.028999999999999998,708.7546249441027,17.410438740928175
730,0.005,722.8548506472077,14.869619948763109
730,0.006,720.7819919675586,15.946274111175779
730,0.007,720.7819919620528,15.946274062007102
730,0.008,720.7819920207118,15.946274030038337
730,0.009000000000000001,720.7819918515751,15.946274103143434
730,0.01,720.8320025093193,15.687209702054584
730,0.012,720.2598030371436,15.815624889495641
730,0.011,720.2598030509561,15.815625035515097
730,0.015,720.3891341390012,15.305727736015267
730,0.014,720.2598029386711,15.815625091985153
730,0.013000000000000001,720.2598029874779,15.815625120228463
730,0.016,719.5222697388278,16.855370202605577
730,0.017,719.5222697988985,16.85537009448433
730,0.019,719.5222697858248,16.855370127712558
730,0.02,719.6253829507995,16.81056560282678
730,0.022,718.3771511030803,17.3001039660304
730,0.023,718.3771509768707,17.300104008303038
730,0.021,718.3771510388609,17.300104020309558
730,0.025,718.7908104427484,16.66074457544617
730,0.024,718.3771510889986,17.300103963877067
730,0.018000000000000002,719.5222697568445,16.855370185454465
730,0.027,718.6114024844685,17.45893092858044
730,0.029,718.6114026093531,17.458930940811133
730,0.026000000000000002,718.6114025222058,17.458930973609124
730,0.028,718.6114025312323,17.458930924974744
730,0.03,718.8849764087414,17.164595173201935
740,0.005,732.755149907701,15.253872692979279
740,0.006,730.5680044434503,16.237613858365886
740,0.006999999999999999,730.5680044967798,16.237613856802938
740,0.008,730.5680044105964,16.237613833649085
740,0.01,730.7345979784332,16.037367526845316
740,0.012,730.2606785985029,15.679525423946647
740,0.011000000000000001,730.2606785945895,15.67952535622622
740,0.013,730.260678497414,15.679525523047447
740,0.013999999999999999,730.2606784844601,15.679525422057068
740,0.009000000000000001,730.5680044955395,16.23761388093184
740,0.015,730.3273452941551,15.530152321982452
740,0.017,729.2682008972985,17.271599929999415
740,0.018000000000000002,729.2682009900707,17.271599943790015
740,0.019,729.2682009816607,17.271599823344683
740,0.02,729.4477756932383,17.015869616032262
740,0.022000000000000002,728.4032853581655,16.991521929227734
740,0.020999999999999998,728.4032854016542,16.991521974306366
740,0.023,728.4032854716457,16.991521721815996
740,0.026,728.5001820239197,17.918712408892052
740,0.024,728.4032856009117,16.991521646149387
740,0.025,728.510920728131,16.998716649422953
740,0.016,729.2682008351886,17.271599935216386
740,0.027,728.5001821181455,17.918712469316077
740,0.027999999999999997,728.5001821100352,17.91871233144951
740,0.029,728.5001820677005,17.91871241441763
740,0.03,728.4242665065212,17.97740930243834
750,0.005,743.3457841344145,13.041177306327933
750,0.006,740.669561118918,16.30768974424864
750,0.008,740.6695610444531,16.30768984862323
750,0.007,740.6695610675897,16.307689860990987
750,0.01,741.4785379395616,14.292805425192983
750,0.009,740.6695610218662,16.307689826550444
750,0.011,740.2053836704355,15.842380423629752
750,0.013,740.2053836669919,15.842380541475206
750,0.012,740.2053836394067,15.842380569174802
750,0.014,740.2053836801992,15.842380476262292
750,0.015,740.5345875310514,14.725573407194293
750,0.016,739.352166993539,17.178466554414047
750,0.018,739.3521671028967,17.178466492124937
750,0.019,739.3521670094026,17.17846650080604
750,0.017,739.3521671298741,17.178466443145492
750,0.021,738.2948545884287,17.302516341611913
750,0.022,738.2948545330686,17.302516449011296
750,0.02,739.4880867505802,16.194769418793477
750,0.024,738.2948545609539,17.302516469969735
750,0.025,738.9110203162589,16.254740685854717
750,0.023,738.2948546550809,17.30251640107938
750,0.028,738.6916089491663,17.62430742432787
750,0.026,738.6916089476196,17.62430738159434
750,0.027,738.6916090226064,17.62430730494876
750,0.029,738.6916090159133,17.624307264137393
760,0.005999999999999999,750.3790825427661,16.885837062529504
750,0.03,738.9611245708038,16.493255817982213
760,0.011,750.0286782874823,16.386700092545603
760,0.007,750.3790824822408,16.885837163182227
760,0.005,752.5692445893178,15.638954222110037
760,0.008,750.3790823853435,16.885837267175216
760,0.009,750.3790825116274,16.885837328492748
760,0.01,750.465180933737,16.53785699339069
760,0.013000000000000001,750.0286781515958,16.386700089650617
760,0.014,750.0286782250027,16.386700082858948
760,0.011999999999999999,750.0286781530461,16.3867002178043
760,0.015000000000000001,748.799278502081,18.099371501548852
760,0.016,748.7992783961481,18.099371588728303
760,0.017,748.7992786217836,18.099371428995788
760,0.018,748.79927847002,18.099371467845124
760,0.019,748.7992785198827,18.099371515380888
760,0.02,748.9896433655388,17.947272587708515
760,0.021,747.9483490931177,17.905827718181378
760,0.023,747.9483490244974,17.905827828804952
760,0.023999999999999997,747.9483491696325,17.905827677475283
760,0.025,748.2135380404968,17.613794772342445
760,0.026000000000000002,748.3754572910505,18.14008745102811
760,0.027,748.375457282263,18.14008729651543
760,0.022,747.9483489580614,17.905827854996378
760,0.028,748.3754574484818,18.140087296030902
770,0.005,762.3568993052445,15.900962910330694
760,0.028999999999999998,748.3754573487721,18.140087308185784
770,0.006,760.3933122401396,16.92905424845872
770,0.008,760.3933121124742,16.92905431887914
770,0.01,760.4186620621408,16.89913560580516
770,0.009,760.3933121617971,16.92905424032363
770,0.012,760.048390583819,16.542275876286023
770,0.011000000000000001,760.048390644276,16.542275709941986
770,0.013,760.0483906010232,16.542275780657732
770,0.013999999999999999,760.0483905934393,16.542275834466018
770,0.016,758.7245272752044,18.378966867082674
770,0.006999999999999999,760.3933121766564,16.9290542319066
770,0.017,758.7245274024579,18.378966733419222
770,0.021,757.9162550634434,18.368382873279643
770,0.02,758.9667366740689,18.08155347030278
770,0.022000000000000002,757.9162551255336,18.36838276256761
770,0.015000000000000001,758.7245273023531,18.37896688066628
770,0.019,758.7245274733078,18.37896676096332
770,0.023,757.9162550411797,18.368382837150957
770,0.024,757.9162549566059,18.368382962874094
770,0.018,758.7245273585686,18.3789668616638
770,0.025,758.2211310657451,17.760218197327546
770,0.026,758.056830254726,18.747695877897307
770,0.027999999999999997,758.0568301227336,18.747695901791772
770,0.027,758.0568303084452,18.74769584328821
780,0.005,772.3472137187305,16.089164238486305
780,0.011999999999999999,769.8938506051153,17.16221633043652
780,0.013000000000000001,769.8938507089686,17.162216276659045
780,0.017,768.6341498827444,18.562868338211775
770,0.028999999999999998,758.0568303394931,18.74769571620915
780,0.009,770.2943006462899,17.31217566510924
780,0.008,770.2943006254678,17.31217563649659
780,0.005999999999999999,770.2943006301309,17.312175629651076
780,0.007,770.2943006316854,17.31217573700062
780,0.016,768.6341497880755,18.562868336524765
780,0.014,769.8938507739061,17.162216089200992
780,0.01,770.3614746246952,17.019675115787177
780,0.015,769.8906771768713,17.103867200745057
780,0.011,769.8938506607674,17.16221623441985
780,0.018,768.6341497245993,18.562868420486375
780,0.022,767.734030671063,18.67843453878254
780,0.019,768.6341496731179,18.562868402136235
780,0.02,768.8013892035026,18.39583326199944
780,0.026000000000000002,768.007783531523,18.69503678080675
780,0.023999999999999997,767.7340307545844,18.678434581151794
780,0.025,767.8930474931996,18.353295287211022
780,0.020999999999999998,767.7340307226067,18.67843460216191
780,0.023000000000000003,767.7340308636711,18.678434462972238
780,0.027,768.007783511521,18.69503673500353
780,0.028,768.0077836800203,18.69503657904342
780,0.029,768.0077834635931,18.695036746607673
790,0.006,780.1834971246732,17.654292228728636
790,0.005,782.2242438797762,16.417738913515617
780,0.03,768.09811973858,18.774549300102937
790,0.007,780.1834969844402,17.65429239409382
790,0.008,780.1834969261503,17.65429228231612
790,0.009000000000000001,780.1834970475724,17.65429230446922
790,0.01,780.3872592312106,17.407466016379075
790,0.012,779.9048627440304,17.534933142801933
790,0.014,779.9048627209769,17.53493326011729
790,0.015,779.8604600343308,17.345304530351775
790,0.013,779.9048626531504,17.534933343510414
790,0.016,778.4899206757683,18.78471406885091
790,0.018000000000000002,778.4899205805357,18.784714150485414
790,0.011,779.9048626035459,17.534933293939936
790,0.019,778.4899206520735,18.784714053373047
790,0.02,778.8787204468689,18.412200770633575
790,0.017,778.4899207229745,18.78471398065652
790,0.021,777.9443339237213,18.625896338156707
790,0.024,777.9443340192254,18.62589631816236
790,0.026,777.9329623402306,18.940998441748643
790,0.025,777.8228329956954,18.69985251171263
790,0.028,777.9329622926421,18.940998472593392
790,0.026999999999999996,777.9329623052445,18.940998355498902
790,0.029,777.9329624579865,18.94099842181342
800,0.005,792.2248313113549,16.90077253109531
790,0.03,777.8701909187225,19.14787566961426
790,0.022,777.944333948231,18.62589643427207
790,0.023000000000000003,777.94433381942,18.625896399052273
800,0.006,790.2274191297815,17.903981681371807
800,0.006999999999999999,790.2274191729016,17.903981694737087
800,0.009000000000000001,790.2274191051529,17.90398161141786
800,0.008,790.2274191782794,17.903981545739107
800,0.011000000000000001,789.8094632879893,17.815293154828865
800,0.01,790.4612442613399,17.574554449797983
800,0.013000000000000001,789.8094633494652,17.815293207824247
800,0.015,789.9068966182654,17.711036964879646
800,0.017,788.646690818832,18.95248328475682
800,0.013999999999999999,789.809463300783,17.81529311757527
800,0.016,788.6466909217476,18.95248327837478
800,0.012,789.8094631672197,17.815293156570327
800,0.019,788.6466908870613,18.952483299197798
800,0.02,788.7199894757399,18.92131928600375
800,0.018000000000000002,788.6466908249183,18.952483290684317
800,0.023,787.6744208612243,19.471207597933134
800,0.021,787.6744206401746,19.47120761032429
800,0.026000000000000002,787.7038040311639,19.377357776536957
800,0.025,787.8827229714536,18.800053899676524
800,0.022000000000000002,787.6744208075332,19.471207667682332
800,0.024,787.6744208268002,19.471207630571648
800,0.027999999999999997,787.7038040905885,19.37735766812017
800,0.03,787.6570014014104,19.816351548531344
800,0.028999999999999998,787.7038040823044,19.377357654103967
810,0.006,800.2320914679118,18.117661593922165
810,0.005,802.2984974197058,16.754604573328166
810,0.008,800.232091491023,18.117661551545886
800,0.027000000000000003,787.7038041047713,19.3773576143173
810,0.007,800.2320914114993,18.117661524240656
810,0.009,800.2320914797815,18.11766149907191
810,0.01,800.588780044168,17.644701923185455
810,0.011,799.7403346636445,18.062220367214085
810,0.012,799.7403346055175,18.06222036953115
810,0.013,799.7403346146228,18.06222033451417
810,0.014,799.7403347077066,18.06222029680952
810,0.015000000000000001,798.5657720161421,19.031864102173
810,0.016,798.5657719539457,19.031864212943287
810,0.016999999999999998,798.5657719636961,19.03186414315599
810,0.018,798.5657719410938,19.031864182147938
810,0.019,798.5657719861866,19.031864179037512
810,0.02,798.6504370952273,18.93362936663775
810,0.021,797.6870664979145,19.58021160003837
810,0.023,797.6870667105435,19.580211470118968
810,0.022,797.6870665930576,19.58021135936805
810,0.024,797.6870666688853,19.580211456357972
810,0.025,797.7118657701805,19.45175754124892
810,0.027,797.6814259914288,19.63362154438835
810,0.026,797.6814258878342,19.633621525867913
810,0.028999999999999998,797.681425950828,19.63362156639823
810,0.028,797.6814259662953,19.633621629646992
820,0.006,810.276123824023,18.24498764420403
820,0.007,810.2761237492581,18.244987579596515
820,0.009,810.2761237791055,18.244987435734643
820,0.008,810.2761238755014,18.244987546704138
820,0.011,809.8482785728631,18.371997344496606
820,0.009999999999999998,810.2761237506185,18.244987459432465
820,0.012,809.8482786259287,18.371997234256245
820,0.013,809.8482786323659,18.371997311286677
820,0.015000000000000001,808.3817383072128,19.41869704256213
820,0.014,809.8482786391514,18.37199726605629
820,0.018,808.3817383641414,19.41869678229168
820,0.019,808.3817383886528,19.418696919928163
820,0.019999999999999997,808.3817384177593,19.418696791673874
820,0.020999999999999998,807.3647281280978,20.15970232218048
820,0.024,807.3647282316349,20.159702298784463
820,0.023,807.364728306828,20.159702204931886
820,0.022,807.3647281852025,20.159702238909954
820,0.027,807.4036424357488,20.284001945024873
820,0.026,807.4036425218135,20.28400185004573
820,0.028,807.4036424027025,20.284001921003167
820,0.029,807.4036425059516,20.284001963600012
830,0.005,821.9366460882773,17.563992607870187
830,0.008,820.0808571336455,18.643886833895483
830,0.006,820.0808570241333,18.643886967754558
830,0.006999999999999999,820.0808571389629,18.64388683665228
830,0.009,820.080857087606,18.643886771638133
830,0.011000000000000001,819.4636927746046,19.115737865840796
820,0.016999999999999998,808.3817383334379,19.418696807212946
820,0.016,808.3817384035247,19.418696920075043
830,0.01,820.1604157568901,18.475415289020333
830,0.012,819.4636929673311,19.115737732042945
830,0.013999999999999999,819.4636929197699,19.115738015210837
830,0.013,819.4636928907769,19.115737908157335
830,0.015,819.7410609189318,18.908758548275053
830,0.016999999999999998,818.5225073306975,19.521662008896403
820,0.025,807.6942657239853,19.729229642129877
830,0.019,818.5225072969516,19.5216619286202
830,0.022000000000000002,817.2767943218115,20.72738427461581
830,0.018,818.5225074084697,19.521662032493545
830,0.02,818.7909088532554,19.157893495743327
830,0.021,817.2767941900071,20.727384324832926
830,0.023,817.276794043263,20.727384433953066
830,0.027,817.4275441221095,20.363019114202615
830,0.024,817.2767941119048,20.727384351775267
830,0.025,817.495610759858,20.068121281096673
830,0.026,817.4275441759779,20.36301911307351
840,0.005,831.8698662131255,17.923366839598366
830,0.029,817.4275442390638,20.36301913999199
830,0.027999999999999997,817.42754411034,20.363019187317292
830,0.03,817.4949683791822,20.269280988041743
840,0.006,830.0586833663175,18.754065912425705
840,0.008,830.058683405376,18.754065912782636
840,0.011000000000000001,829.5436236185984,19.307880209968847
840,0.009,830.0586834438484,18.754065807643595
840,0.01,830.02499379225,18.768013125920927
840,0.007,830.0586834712411,18.754065781088034
840,0.013,829.5436236432575,19.30788017303262
830,0.016,818.5225074849982,19.521661951573297
840,0.012,829.5436236032857,19.307880239624552
840,0.014,829.5436235391726,19.307880400793966
840,0.015,829.756974312942,19.13947227117004
840,0.016,828.3975941898342,19.83535393333548
840,0.016999999999999998,828.3975939956528,19.835354018090896
840,0.018,828.3975943406858,19.835353935747673
840,0.02,828.5347298713033,19.636187594103244
840,0.022000000000000002,827.0887509804592,21.079589870830343
840,0.021,827.088750895132,21.079589970853927
840,0.027,827.2785690389064,20.587209455823277
840,0.024,827.088751082933,21.079589667522047
840,0.026,827.2785692283447,20.587209221906466
840,0.025,827.6094297942601,20.199223829678708
840,0.028,827.2785694475972,20.587209180765402
840,0.023,827.0887509348381,21.07958991644472
840,0.028999999999999998,827.278569257429,20.58720937486719
840,0.019,828.3975942575136,19.83535386869928
840,0.03,827.3665007781962,20.48785990815269
850,0.005999999999999999,839.8099818049916,19.18752031504081
850,0.009000000000000001,839.8099817900917,19.187520528977814
850,0.008,839.809981755588,19.187520457663457
850,0.007,839.8099819488475,19.187520324554246
850,0.005,841.7641807083347,18.244025367652462
850,0.01,839.9740298370671,18.988891850098277
850,0.011,839.5798706626397,19.619296192206434
850,0.011999999999999999,839.5798707979492,19.619296145516994
850,0.013000000000000001,839.5798707831387,19.619296207254337
850,0.015,839.6028237544806,19.656329905665054
850,0.014,839.5798707259972,19.619296106980478
850,0.016,838.2828418806786,20.06021235761447
850,0.018000000000000002,838.2828418371358,20.06021249694287
850,0.016999999999999998,838.2828418095208,20.060212463219926
850,0.02,838.3781391039237,19.942378965812406
850,0.021,837.1308334485498,21.15200450375085
850,0.019,838.2828417757902,20.060212583649893
850,0.022,837.1308335953759,21.152004350845697
850,0.023999999999999997,837.1308336768518,21.152004403227625
850,0.023,837.1308334022831,21.15200466343662
850,0.025,837.3966732434974,20.772262687445117
850,0.027,837.2267749059132,20.73465915819701
850,0.026000000000000002,837.2267750555656,20.734659039053923
850,0.028,837.2267749970088,20.73465895737096
850,0.028999999999999998,837.226774921194,20.7346590734794
850,0.03,837.207192832207,20.79590185801421
860,0.005,851.5831881943894,18.415450212238596
860,0.006,849.9051646669136,19.446785480345774
860,0.008,849.9051648816196,19.44678542459487
860,0.006999999999999999,849.9051647438313,19.44678543368814
860,0.01,849.9572374281561,19.282651450852732
860,0.011000000000000001,849.3535743804658,20.107923817816364
860,0.013999999999999999,849.3535744179892,20.107923789216112
860,0.012,849.3535743225661,20.10792369191157
860,0.009000000000000001,849.9051647576142,19.446785437178185
860,0.013,849.3535745301596,20.107923456900284
860,0.016,848.1491072621249,20.28629312080971
860,0.02,848.4856951400609,20.050871790554446
860,0.020999999999999998,846.8035019595411,21.818367188865533
860,0.022000000000000002,846.8035019195115,21.818367199958363
860,0.023,846.8035019493288,21.81836707607775
860,0.015000000000000001,848.1491074686327,20.28629316187527
860,0.026,847.0138079206318,21.040494588372425
860,0.027,847.0138079664586,21.04049461625556
860,0.024,846.8035019503535,21.81836710305216
860,0.025,847.3739537592398,20.94360555397382
860,0.019,848.1491073958141,20.286293094836715
860,0.018000000000000002,848.1491073882568,20.286293026102395
860,0.016999999999999998,848.149107371194,20.28629312441643
860,0.027999999999999997,847.0138080330088,21.040494550648994
860,0.029,847.0138080017035,21.040494648042174
870,0.006,859.7091486787625,19.75835078702526
870,0.007,859.7091485747724,19.758350790990548
870,0.008,859.7091485597439,19.75835084594482
870,0.009999999999999998,859.7091485448043,19.758350836585446
870,0.009,859.7091485542715,19.7583507341538
870,0.011000000000000001,859.3639323714024,20.399386000617362
870,0.012,859.3639325043314,20.399385885981914
870,0.013000000000000001,859.3639324829477,20.39938604111285
870,0.014,859.3639324915498,20.399385912801044
870,0.015000000000000001,857.8552498072092,20.62262639602687
870,0.016999999999999998,857.8552498420303,20.62262630035774
870,0.016,857.8552497966592,20.62262643444129
870,0.018,857.8552498578803,20.62262632505192
870,0.019000000000000003,857.8552498071323,20.622626452248536
870,0.020999999999999998,856.8146084452769,22.07387885288779
870,0.022000000000000002,856.8146084869613,22.073878980038764
870,0.024,856.8146084785282,22.07387881473907
870,0.019999999999999997,857.855249747191,20.62262643236392
870,0.023000000000000003,856.814608457741,22.073878970933386
870,0.025,857.4560076666465,21.175336923410025
870,0.027,856.766265014227,21.6044218944558
870,0.026000000000000002,856.7662649064478,21.604422105531235
870,0.028,856.7662650060786,21.604422023825485
880,0.006,869.6822478232455,19.93931767833856
880,0.005,871.5401053818881,18.948205311391632
870,0.029,856.7662649342974,21.604422124768163
880,0.008,869.682247925733,19.93931767477125
880,0.007,869.6822478946023,19.939317627514587
880,0.012,869.1504985118476,20.980996021654086
880,0.011,869.1504985339238,20.980996092859375
880,0.009,869.6822478966826,19.939317667986934
880,0.01,869.8692410745392,19.855125383220507
880,0.013,869.1504984696915,20.980996178430004
880,0.016,867.92051980787,20.838629219877603
880,0.014,869.1504985596908,20.980996014710005
880,0.015,869.4768958205354,20.67692905495004
880,0.017,867.9205194660985,20.838629581867036
880,0.019,867.9205196433404,20.838629231064598
880,0.018,867.9205195243123,20.83862941855364
880,0.02,868.0258277932548,20.801844637885214
880,0.021,866.7945816045242,22.580326218466475
880,0.022,866.7945814981446,22.580326167209414
880,0.024,866.7945816334088,22.580325944133964
880,0.023,866.7945816674488,22.580326156831173
880,0.025,866.9808747149026,21.801130273486944
880,0.026,866.9587453596372,21.43710037520744
880,0.028,866.958745250384,21.437100439214657
880,0.028999999999999998,866.9587453485761,21.437100277359725
880,0.03,867.032988513337,21.572139110594623
890,0.006,879.6520086592625,20.147558228810706
890,0.005,881.3644188334057,19.30196564338664
890,0.007,879.6520087943867,20.147558021459425
880,0.027000000000000003,866.9587454278299,21.43710017210745
890,0.009,879.6520089015874,20.147557934336696
890,0.01,879.8225884915921,20.200122830880076
890,0.008,879.652008839372,20.14755782484969
890,0.011,879.1288423295089,21.33098700704025
890,0.012,879.1288424267337,21.330986818756866
890,0.013000000000000001,879.1288424845625,21.33098685768843
890,0.015,879.4293910229345,21.097120111470193
890,0.014,879.128842370298,21.330987015715053
890,0.017,878.0091756671118,20.948709838061156
890,0.016,878.0091755692152,20.948709902507535
890,0.019,878.0091756882493,20.948709777785425
890,0.018,878.0091756740115,20.948709837010853
890,0.021,876.6962262599463,22.940543706286686
890,0.022,876.6962263154854,22.94054365757508
890,0.02,877.9693200077307,21.10673666777744
890,0.024,876.6962263104117,22.94054357674853
890,0.025,877.1300468910323,21.99800627342742
890,0.023,876.6962261883651,22.94054364114589
890,0.026000000000000002,876.7967597062343,21.794509889634277
890,0.027,876.7967597567507,21.794509764832856
890,0.028,876.7967597889326,21.794509787542232
890,0.03,877.0021118831194,21.675783113206315
890,0.028999999999999998,876.7967598228898,21.794509778245356
900,0.005,891.2625494979648,19.565645934839004
900,0.007,889.4664090649247,20.816911907398282
900,0.006,889.4664091778836,20.816911834597153
900,0.009,889.4664091300874,20.816912012822346
900,0.01,889.5870944160033,20.761859407418346
900,0.012,889.1068973814521,21.534357205499735
900,0.011000000000000001,889.1068976599773,21.53435695329775
900,0.008,889.4664091957618,20.81691177257247
900,0.013,889.106897480025,21.53435706359963
900,0.017,887.9760014411236,21.119135671077856
900,0.015,889.3265848038842,21.47433282946842
900,0.014,889.1068974453867,21.534357172449987
900,0.018,887.9760014179114,21.11913566611126
900,0.02,888.038166021458,21.143398730632594
900,0.020999999999999998,886.5687019686959,23.281484282335562
900,0.022000000000000002,886.5687020370311,23.281484199992477
900,0.019000000000000003,887.9760013649175,21.119135717397835
900,0.023,886.568702129164,23.281484169047875
900,0.024,886.5687020447737,23.28148421627608
900,0.025,886.8067000297204,22.56125953323781
900,0.016,887.9760013965492,21.1191357117422
900,0.028,886.6652135049586,22.142243432303513
900,0.026,886.6652134336338,22.142243303158164
900,0.027,886.665213498335,22.14224339050287
910,0.005,901.1913545340235,19.77370942338624
910,0.006,899.3472084092665,20.929189896558118
900,0.03,886.6389494471241,22.149751242823015
900,0.029,886.6652134453338,22.14224337060544
910,0.007,899.3472083232843,20.92918986559534
910,0.009,899.3472085208969,20.92918980463485
910,0.012,898.8458268034419,22.325744610434246
910,0.011,898.8458268827576,22.3257445132509
910,0.01,899.5272026150398,20.782540645658123
910,0.013,898.8458268903062,22.32574431641258
910,0.014,898.8458269383003,22.325744371507913
910,0.015000000000000001,897.5148855156831,21.671058826924494
910,0.016,897.5148855846434,21.67105886966085
910,0.017,897.5148855891691,21.671058861337052
910,0.008,899.347208472094,20.929189806998842
910,0.018,897.5148854087289,21.67105882200918
910,0.023,896.1937291865617,23.714282877658068
910,0.019,897.5148855043371,21.67105891007116
910,0.022,896.1937291117941,23.71428281222248
910,0.02,897.6841185700326,21.726099068494243
910,0.024,896.1937291971731,23.714282852204484
910,0.025,896.6690666568737,22.916591487819005
910,0.026,896.2823242949587,22.809739529714022
910,0.027,896.2823241824591,22.809739693626216
910,0.020999999999999998,896.193729286986,23.714282610942817
910,0.028,896.2823242425671,22.80973967241246
910,0.029,896.282324196672,22.80973967177704
920,0.005999999999999999,909.4039959686997,21.174430954601444
920,0.007,909.4039958278497,21.174430914458384
920,0.009,909.4039959968078,21.17443086792399
920,0.008,909.4039960451288,21.17443069661706
920,0.009999999999999998,909.403995868895,21.174431005215293
920,0.011,908.8348848177898,22.627682207805613
920,0.013000000000000001,908.8348848169901,22.627682111003278
920,0.015000000000000001,907.3154334715898,22.044376945299774
920,0.014,908.8348849162161,22.62768204563064
920,0.017,907.3154335295394,22.04437692860404
920,0.016,907.3154334540644,22.044377004575832
920,0.018,907.3154334948939,22.0443769638412
920,0.019,907.3154336161906,22.04437688655445
920,0.019999999999999997,907.315433497699,22.044376987270148
920,0.011999999999999999,908.8348849044814,22.627682015847284
920,0.021,906.1225603588566,24.274486493945716
920,0.023,906.1225605089526,24.27448630593399
920,0.022,906.1225605675896,24.27448642851916
920,0.023999999999999997,906.1225606303932,24.274486358435897
920,0.025,906.8005591121212,23.477801118960993
920,0.026000000000000002,906.3038056732228,22.94156094152063
920,0.027,906.3038057098377,22.941560909204128
920,0.028,906.3038056354109,22.941561052224372
920,0.028999999999999998,906.3038055247764,22.941561012372343
930,0.006,919.2820814661679,21.53855488418419
930,0.007,919.2820814761156,21.538554839039147
930,0.008,919.2820814170922,21.538555089429956
930,0.005,920.9049649710678,20.395295374840217
930,0.009,919.2820815091943,21.53855490762556
930,0.01,919.3315350796526,21.535167074438085
930,0.011000000000000001,918.8631870910568,22.762895059568876
930,0.012,918.8631870934513,22.76289498165571
930,0.013,918.863186999761,22.76289512490608
930,0.015,918.9997736443518,22.71030458192317
930,0.016,917.2450250943447,22.467178559927646
930,0.017,917.2450248521315,22.467178694249558
930,0.018,917.2450250061974,22.46717868892031
930,0.014,918.863186957131,22.762895192549816
930,0.021,916.3238713274361,24.25690515697423
930,0.02,917.7606231603809,21.99567728284715
930,0.023,916.3238712553324,24.256905329303848
930,0.022000000000000002,916.3238713071026,24.25690519851427
930,0.019000000000000003,917.2450249416498,22.46717870391319
930,0.025,916.4969151411356,23.679118244491583
930,0.028,916.1490997145278,23.155631830821548
930,0.028999999999999998,916.1490997889334,23.155631858181295
930,0.03,916.3713186935017,22.929519096210804
930,0.024,916.3238712135252,24.256905300796213
930,0.027,916.1490997254689,23.155631862489876
930,0.026,916.1490997942822,23.155631734107214
940,0.005,931.08495871299,20.56689987212887
940,0.005999999999999999,929.2595096492569,21.765583223399204
940,0.007,929.2595096655815,21.765583246499794
940,0.008,929.2595096840364,21.765583248179254
940,0.01,929.3093368321439,21.825308417873103
940,0.009000000000000001,929.2595095233223,21.765583383934654
940,0.011999999999999999,928.7820273234172,23.254448712503585
940,0.011,928.7820271412996,23.254448931725516
940,0.013000000000000001,928.7820271751466,23.25444887432497
940,0.015,929.0275351109592,22.894176294604716
940,0.014,928.7820273268965,23.254448744557983
940,0.016,927.414663320272,22.446498795063796
940,0.017,927.4146633728196,22.446498761948973
940,0.019,927.4146633569962,22.446498781848984
940,0.018000000000000002,927.4146633282155,22.44649879560577
940,0.02,927.7780409206655,22.02928894053913
940,0.020999999999999998,926.3176366958182,24.629976404723667
940,0.022,926.317636902275,24.629976171401236
940,0.026000000000000002,925.9291455840145,23.654441283182635
940,0.023999999999999997,926.3176369482595,24.62997630384211
940,0.029,925.9291456759603,23.654441189317335
940,0.027,925.9291457064362,23.654441015179916
940,0.025,926.949443660782,24.249708462345485
940,0.023,926.3176367605265,24.629976229214286
940,0.028,925.9291456980818,23.6544410576623
940,0.03,926.2392510104323,23.18494466162746
950,0.005,940.7890506136513,21.120956623736888
950,0.009000000000000001,939.2481482971822,21.925329312364976
950,0.006,939.2481483938969,21.925329180808347
950,0.007,939.2481484081005,21.92532916083353
950,0.008,939.2481483288434,21.925329287677865
950,0.011,938.5705872957834,23.57628366498189
950,0.012,938.5705869954361,23.576283817162874
950,0.01,939.1977755247773,22.424664722750045
950,0.014,938.5705871512573,23.57628362730143
950,0.013,938.5705871418515,23.57628384277285
950,0.015,938.8799248998306,23.28106031108802
950,0.018000000000000002,937.2145227062092,22.75786433698588
950,0.016999999999999998,937.2145227536987,22.757864466712135
950,0.019,937.2145227242743,22.757864419699157
950,0.016,937.2145227519522,22.757864393626022
950,0.02,937.6113401735521,22.33733828524987
950,0.020999999999999998,936.0835390821599,25.15265210522307
950,0.023000000000000003,936.0835391081288,25.15265195434343
950,0.022,936.0835391388086,25.152651909323453
950,0.024,936.0835390983518,25.152652018279483
950,0.025,936.8205095898809,24.665987126499186
950,0.026,936.058751357516,23.741773361577938
950,0.027,936.0587512115537,23.74177342153912
950,0.03,936.1628931583286,23.40278458772779
950,0.028,936.0587511000715,23.74177353778148
950,0.029,936.058751268981,23.74177345490428
960,0.006,949.1971766418222,22.371958519435953
960,0.005,950.8546173883728,21.23678258325061
960,0.009000000000000001,949.1971766744786,22.371958630736323
960,0.014,948.663171104203,24.012941356478784
960,0.01,949.3509918711319,22.496753139656846
960,0.011000000000000001,948.6631711038431,24.012941312075732
960,0.013000000000000001,948.6631711062288,24.01294125302922
960,0.012,948.6631711117251,24.012941335322008
960,0.015000000000000001,947.0993651864031,22.985155133050846
960,0.016,947.0993650928037,22.985155185648843
960,0.017,947.0993651826864,22.985155117701954
