300,0.005,0.0
300,0.006,0.0
300,0.007,0.0
300,0.008,0.0
300,0.009,0.0
300,0.01,0.0
300,0.011,0.0
300,0.012,0.0
300,0.013,0.0
300,0.014,0.0
300,0.015,0.0
300,0.016,0.0
300,0.017,0.0
300,0.018,0.0
300,0.019,0.0
300,0.02,0.0
300,0.021,0.0
300,0.022,0.0
300,0.023,0.0
300,0.024,0.0
300,0.025,0.0
310,0.005,0.00511431694031
310,0.006,0.00611219182611
310,0.007,0.00711446488276
310,0.008,0.00811673793942
310,0.009,0.00911901146173
310,0.01,0.0101212849841
310,0.011,0.0111304968596
310,0.012,0.0121258310974
310,0.013,0.0131281046197
310,0.014,0.0141303772107
310,0.015,0.015132650733
310,0.016,0.016134923324
310,0.017,0.0171371977776
310,0.018,0.0181394703686
310,0.019,0.0191417429596
310,0.02,0.0201507620513
310,0.021,0.0211462900043
310,0.022,0.0221485625952
310,0.023,0.0231508370489
310,0.024,0.0241531096399
310,0.025,0.0251553822309
320,0.005,0.00511426851153
320,0.006,0.00611213315278
320,0.007,0.00711438944563
320,0.008,0.00811664573848
320,0.009,0.00911890249699
320,0.01,0.0101211583242
320,0.011,0.0111234150827
320,0.012,0.0121256709099
320,0.013,0.0131279276684
320,0.014,0.0141301834956
320,0.015,0.0151324402541
320,0.016,0.0161346960813
320,0.017,0.0171369519085
320,0.018,0.0181392095983
320,0.019,0.0191414654255
320,0.02,0.0201437212527
320,0.021,0.0211459789425
320,0.022,0.0221482347697
320,0.023,0.0231504905969
320,0.024,0.0241527464241
320,0.025,0.0251550041139
330,0.005,0.00511422008276
330,0.006,0.00611207494512
330,0.007,0.00711431447417
330,0.008,0.00811655353755
330,0.009,0.00911879353225
330,0.01,0.0101210325956
330,0.011,0.011123271659
330,0.012,0.0121255116537
330,0.013,0.0131277507171
330,0.014,0.0141299897805
330,0.015,0.0151322297752
330,0.016,0.0161344688386
330,0.017,0.017136707902
330,0.018,0.0181389469653
330,0.019,0.0191411878914
330,0.02,0.0201434269547
330,0.021,0.0211456660181
330,0.022,0.0221479050815
330,0.023,0.0231501441449
330,0.024,0.0241523832083
330,0.025,0.0251546241343
340,0.005,0.00511417165399
340,0.006,0.0061120162718
340,0.007,0.00711423903704
340,0.008,0.00811646133661
340,0.009,0.00911868363619
340,0.01,0.0101209059358
340,0.011,0.0111231291667
340,0.012,0.0121253514662
340,0.013,0.0131275737658
340,0.014,0.0141297960654
340,0.015,0.015132018365
340,0.016,0.0161342415959
340,0.017,0.0171364638954
340,0.018,0.018138686195
340,0.019,0.0191409084946
340,0.02,0.0201431307942
340,0.021,0.0211453530937
340,0.022,0.0221475753933
340,0.023,0.0231497976929
340,0.024,0.0241520218551
340,0.025,0.0251542441547
350,0.005,0.00511412322521
350,0.006,0.00611195806414
350,0.007,0.00711416359991
350,0.008,0.00811636913568
350,0.009,0.00911857467145
350,0.01,0.0101207802072
350,0.011,0.011122985743
350,0.012,0.0121251912788
350,0.013,0.0131273968145
350,0.014,0.0141296023503
350,0.015,0.0151318078861
350,0.016,0.0161340143532
350,0.017,0.0171362198889
350,0.018,0.0181384254247
350,0.019,0.0191406309605
350,0.02,0.0201428364962
350,0.021,0.021145042032
350,0.022,0.0221472475678
350,0.023,0.0231494531035
350,0.024,0.0241516586393
350,0.025,0.0251538641751
360,0.005,0.00511407479644
360,0.006,0.00611189939082
360,0.007,0.00711408816278
360,0.008,0.00811627693474
360,0.009,0.00911846570671
360,0.01,0.0101206544787
360,0.011,0.0111228423193
360,0.012,0.0121319713071
360,0.013,0.0131272198632
360,0.014,0.0141294086352
360,0.015,0.0151315974072
360,0.016,0.0161337852478
360,0.017,0.0171359740198
360,0.018,0.0181381627917
360,0.019,0.0191403515637
360,0.02,0.0201425403357
360,0.021,0.0211447291076
360,0.022,0.0221469178796
360,0.023,0.0231491066515
360,0.024,0.0241512954235
360,0.025,0.0251534841955
370,0.005,0.00511402636766
370,0.006,0.00611184118316
370,0.007,0.00711401272565
370,0.008,0.00811618473381
370,0.009,0.00911835581064
370,0.01,0.0101205278188
370,0.011,0.011122699827
370,0.012,0.0121248718351
370,0.013,0.0131270429119
370,0.014,0.0141292149201
370,0.015,0.0151313869283
370,0.016,0.0161335580051
370,0.017,0.0171357300133
370,0.018,0.0181379020214
370,0.019,0.0191400740296
370,0.02,0.0201422460377
370,0.021,0.0211444161832
370,0.022,0.0221465881914
370,0.023,0.0231487601995
370,0.024,0.0241509322077
370,0.025,0.0251531042159
380,0.005,0.00511397793889
380,0.006,0.00611178250983
380,0.007,0.00711393728852
380,0.008,0.00811609253287
380,0.009,0.00912525504827
380,0.01,0.0101204020903
380,0.011,0.0111225564033
380,0.012,0.0121247116476
380,0.013,0.0131268659607
380,0.014,0.014129021205
380,0.015,0.015131175518
380,0.016,0.0161333307624
380,0.017,0.0171354860067
380,0.018,0.0181376244873
380,0.019,0.0191397946328
380,0.02,0.0201419498771
380,0.021,0.0211441051215
380,0.022,0.0221462603658
380,0.023,0.0231484137475
380,0.024,0.0241505689919
380,0.025,0.0251527242362
390,0.005,0.00511392951012
390,0.006,0.00611879490316
390,0.007,0.00711386185139
390,0.008,0.00811600033194
390,0.009,0.00911813788116
390,0.01,0.0101202754304
390,0.011,0.0111224139109
390,0.012,0.0121245514601
390,0.013,0.0131266890094
390,0.014,0.0141288274899
390,0.015,0.0151309650391
390,0.016,0.0161331035197
390,0.017,0.0171352420002
390,0.018,0.0181373786181
390,0.019,0.0191395170987
390,0.02,0.0201416555792
390,0.021,0.0211437921971
390,0.022,0.0221459306777
390,0.023,0.0231480691582
390,0.024,0.0241502057761
390,0.025,0.0251523442566
400,0.005,0.00511388108134
400,0.006,0.00611166562885
400,0.007,0.00711378687993
