600,0.025,0.107460410127,0.119501955137,690455.740152,9958883.04333,0.025190093145,6.2221296889e-05,0.154552868029
600,0.02,0.885162414257,1.01823873267,151698.91779,5363463.1368,0.0201461048626,0.000437202498019,0.132404984461
500,0.02,0.123316134485,0.117696337954,13.4092647155,9926928.87173,0.0201441683057,6.10917062341e-05,0.163062287904
600,0.01,0.128523455462,0.130111468175,9999995.86115,35.254053155,0.0101080270195,5.14963442024e-05,0.213460513865
600,0.005,0.160406363185,0.145053241069,9849120.29998,9533901.54539,0.00517801132702,5.84222186414e-05,0.215617810502
1500,0.015,0.152271095664,0.137776225213,1521324.86841,8845569.0408,0.0150776992204,5.10303312318e-05,0.242135167775
300,0.025,0.760263834574,1.05487535156,7363552.55061,9502148.59869,0.0252266616268,0.000617120408866,0.0896929250222
3000,0.01,0.126596627636,0.153160508753,197.945364705,206.87073586,0.0101381140734,3.39234219165e-05,0.352444640295
600,0.015,0.152131453067,0.139905562779,26.2672840621,9986943.77597,0.0150813979721,6.35711832522e-05,0.191936335484
3000,0.005,0.138161103035,0.132214483963,9798487.56868,9985469.63146,0.00508981160802,3.05892021722e-05,0.382274751138
400,0.02,0.146786369835,0.140111078015,12.6061729915,9996026.94467,0.0201611149659,7.82960803367e-05,0.149943487313
2000,0.025,0.131315634075,0.127086411554,9638432.14059,609.045546682,0.0251385857468,5.65384980624e-05,0.191556781919
1500,0.005,0.132896974176,0.122654748209,9999260.07899,9994951.66429,0.00509414666302,3.37025887898e-05,0.325381355504
500,0.015,0.80038908904,0.83613525385,7763714.84918,6660004.12567,0.0151345338122,0.000377034738912,0.143248668763
400,0.005,0.122459935645,0.0736152737166,8983555.37405,9998677.01654,0.00506712633928,4.26710510126e-05,0.186225456521
400,0.01,0.141305867044,0.126647730799,9978638.57493,129.288678118,0.0101217726232,6.46139152303e-05,0.177926650471
2000,0.015,0.147076388527,0.131364412432,1031.38523933,140.255287307,0.0150753242829,4.64512182028e-05,0.254300377601
400,0.015,0.112025423052,0.126044040967,9894668.40122,9882584.80633,0.0152024246944,6.31704551141e-05,0.161552713584
300,0.015,0.120089182319,0.1098616898,40.5039897723,9994147.54363,0.0151888385641,7.02022387162e-05,0.139089643443
3000,0.015,0.137073438556,0.12470012189,239.441741811,51.9790682305,0.015076102666,3.96665107712e-05,0.276805229124
3000,0.025,0.15398611157,0.123639464384,9092094.23113,9378593.8032,0.0250355243249,5.51299464118e-05,0.211935020491
400,0.025,0.105518328993,0.122248669704,23.4904434153,9991692.93846,0.025221531026,6.88095817512e-05,0.136814149619
750,0.015,0.143604797393,0.128158091151,16.4766265526,9984106.03581,0.015086069289,5.4415239502e-05,0.206843874073
1000,0.02,0.13139561458,0.126504272033,8934239.33319,9987702.80543,0.0201187524201,5.62929970658e-05,0.196269412483
1500,0.025,0.136820322875,0.135584648741,9985360.78381,6921997.77646,0.025154339665,6.25686905901e-05,0.183010612319
